Seniority;Status;Category;FirstDiv_Cat;SecondDiv_Cat;RFEF1_Cat;RFEF2_Cat;RFEF3_Cat;Preferent_Cat;Regional1_Cat;Regional2_Cat;Regional3_Cat;Junior_Cat;Male;YearBorn;MadridBorn;Spanish;Office;MadridOf;AlcalaOf;AranjuezOf;StartYear;StartAge;DropYear;DropAge;talent;Motive_To_Start;MTSFeltinterestedbyrefereeing;MTSMyfriendsfamilydid;MTSToearnsomemoney;MTSTopracticesomesport;MTSTocontinueinfootball;MTSAmotivatingchallenge;MTSForbeingasocialactivity;Risk_To_Leave;RTLSufferingagression;RTLLackofphysicalcondition;RTLDissapointmentfornothaving;RTLPersonalIncompatibility;RTLProfessionalIncompatibility;RTLLossofinterest;RTLScarcefollowupbytheCommi;RTLRequirementsphysicalortes;RTLDissagreementwithCommittee;RTLInsufficientremuneration;RTLDemotion;RTLUnfairpromotions;Friend_or_Relative;Player_or_Coach;Player_or_CoachYes;Player_or_CoachYesbelowregional;Player_or_CoachNo;Vocation;VocationVocationatstart;Motives_to_Continue;Motives_to_ContinuePromotionexp;Motives_to_ContinueExtraincome;Motives_to_ContinueRefereesocia;Motives_to_ContinueTreatmentby;Motives_to_ContinueExictementto;Motives_to_ContinueRelationship;Motives_to_ContinueMotivationfo;Motives_to_ContinueParticipatei;Ready_to_Promote;Ready_to_PromoteReadytopromote;Ready_to_PromoteNotreadytopro;Ready_to_PromoteNotsureifread;Safety;SafetyNo;SafetyRarely;SafetySometimes;SafetyManytimes;Avoidable_Drop;Avoidable_DropStillactive;Avoidable_DropItcouldhavebeen;Avoidable_DropPersonalreasons;Avoidable_DropNotsure;SupportProgram_part;SupportProgram_partYes;SupportProgram_partNobutIwou;SupportProgram_partNoandnoti;SupportProgram_partPrefernotan;Dependants;DependantsYes;Education_Level;Education_LevelPrefernotanswer;Education_LevelPhDormaster;Education_LevelGrade;Education_LevelSecondaryeducati;Education_LevelComplulsorysecon;Education_LevelBasiceducation;Education_LevelNobasiceducatio
3;1;8;0;0;0;0;0;0;0;1;0;0;1;2000;1;1;MADRID;1;0;0;2018;18;0;;1;C;0;0;1;0;0;0;0;E;0;0;0;0;1;0;0;0;0;0;0;0;1;A;1;0;0;B;0;A - F;1;0;0;0;0;1;0;0;A;1;0;0;A;1;0;0;0;A;1;0;0;0;A;1;0;0;0;B;0;4;0;0;0;1;0;0;0
3;1;8;0;0;0;0;0;0;0;1;0;0;1;2000;1;1;MADRID;1;0;0;2018;18;0;;0;A;1;0;0;0;0;0;0;D - E;0;0;0;1;1;0;0;0;0;0;0;0;1;A;1;0;0;A;1;A - B;1;1;0;0;0;0;0;0;A;1;0;0;A;1;0;0;0;A;1;0;0;0;A;1;0;0;0;A;1;5;0;0;1;0;0;0;0
3;0;6;0;0;0;0;0;1;0;0;0;0;1;1994;1;1;MADRID;1;0;0;2018;24;2020;26;0;A;1;0;0;0;0;0;0;D;0;0;0;1;0;0;0;0;0;0;0;0;1;B;0;1;0;B;0;A;1;0;0;0;0;0;0;0;A;1;0;0;B;0;1;0;0;A;1;0;0;0;A;1;0;0;0;B;0;5;0;0;1;0;0;0;0
3;1;8;0;0;0;0;0;0;0;1;0;0;1;2000;1;1;MADRID;1;0;0;2018;18;0;;0;G;0;0;0;0;0;0;1;G;0;0;0;0;0;0;1;0;0;0;0;0;0;A;1;0;0;A;1;A - H;1;0;0;0;0;0;0;1;A;1;0;0;B;0;1;0;0;A;1;0;0;0;A;1;0;0;0;A;1;5;0;0;1;0;0;0;0
3;1;8;0;0;0;0;0;0;0;1;0;0;1;1998;1;1;MADRID;1;0;0;2018;20;0;;0;F;0;0;0;0;0;1;0;A - B - G;1;1;0;0;0;0;1;0;0;0;0;0;1;A;1;0;0;B;0;D - E - F;0;0;0;1;1;1;0;0;B;0;1;0;B;0;1;0;0;A;1;0;0;0;B;0;1;0;0;B;0;3;0;0;0;0;1;0;0
3;0;8;0;0;0;0;0;0;0;1;0;0;1;1999;1;1;ARANJUEZ;0;0;1;2018;19;2019;20;0;A;1;0;0;0;0;0;0;D - E;0;0;0;1;1;0;0;0;0;0;0;0;0;B;0;1;0;A;1;A - E - G;1;0;0;0;1;0;1;0;A;1;0;0;B;0;1;0;0;A;1;0;0;0;B;0;1;0;0;B;0;5;0;0;1;0;0;0;0
3;1;8;0;0;0;0;0;0;0;1;0;0;0;1999;0;1;ARANJUEZ;0;0;1;2018;19;0;;0;E;0;0;0;0;1;0;0;E;0;0;0;0;1;0;0;0;0;0;0;0;0;A;1;0;0;B;0;A - B - C - D - E - G - H;1;1;1;1;1;0;1;1;A;1;0;0;C;0;0;1;0;A;1;0;0;0;A;1;0;0;0;B;0;5;0;0;1;0;0;0;0
3;1;7;0;0;0;0;0;0;1;0;0;0;1;2000;1;1;MADRID;1;0;0;2018;18;0;;1;A;1;0;0;0;0;0;0;K;0;0;0;0;0;0;0;0;0;0;1;0;0;A;1;0;0;A;1;A - F;1;0;0;0;0;1;0;0;A;1;0;0;A;1;0;0;0;A;1;0;0;0;A;1;0;0;0;B;0;5;0;0;1;0;0;0;0
3;0;8;0;0;0;0;0;0;0;1;0;0;1;2000;1;1;MADRID;1;0;0;2018;18;2021;21;0;E;0;0;0;0;1;0;0;C - G - J;0;0;1;0;0;0;1;0;0;1;0;0;0;A;1;0;0;A;1;A - B - G;1;1;0;0;0;0;1;0;A;1;0;0;B;0;1;0;0;A;1;0;0;0;B;0;1;0;0;B;0;5;0;0;1;0;0;0;0
3;1;8;0;0;0;0;0;0;0;1;0;0;1;2003;1;1;MADRID;1;0;0;2018;15;0;;0;A;1;0;0;0;0;0;0;B - E - K;0;1;0;0;1;0;0;0;0;0;1;0;0;B;0;1;0;A;1;A - B - C - D - E - F - G - H;1;1;1;1;1;1;1;1;A;1;0;0;B;0;1;0;0;A;1;0;0;0;B;0;1;0;0;B;0;4;0;0;0;1;0;0;0
3;0;8;0;0;0;0;0;0;0;1;0;0;1;1993;0;1;MADRID;1;0;0;2018;25;2021;28;0;C;0;0;1;0;0;0;0;I;0;0;0;0;0;0;0;0;1;0;0;0;0;A;1;0;0;B;0;B;0;1;0;0;0;0;0;0;B;0;1;0;C;0;0;1;0;B;0;1;0;0;A;1;0;0;0;B;0;6;0;1;0;0;0;0;0
3;0;8;0;0;0;0;0;0;0;1;0;0;1;1988;0;0;MADRID;1;0;0;2018;30;2021;33;0;F;0;0;0;0;0;1;0;B - E - G - I - L;0;1;0;0;1;0;1;0;1;0;0;1;1;B;0;1;0;A;1;E - H;0;0;0;0;1;0;0;1;A;1;0;0;A;1;0;0;0;A;1;0;0;0;B;0;1;0;0;B;0;6;0;1;0;0;0;0;0
3;0;10;0;0;0;0;0;0;0;0;0;1;1;1987;0;1;MADRID;1;0;0;2018;31;2020;33;0;F;0;0;0;0;0;1;0;C;0;0;1;0;0;0;0;0;0;0;0;0;1;A;1;0;0;B;0;A;1;0;0;0;0;0;0;0;A;1;0;0;A;1;0;0;0;B;0;1;0;0;B;0;1;0;0;B;0;5;0;0;1;0;0;0;0
3;1;8;0;0;0;0;0;0;0;1;0;0;1;2003;1;1;MADRID;1;0;0;2018;15;0;;0;B;0;1;0;0;0;0;0;C - K - L;0;0;1;0;0;0;0;0;0;0;1;1;1;B;0;1;0;B;0;A - B - E - F - G;1;1;0;0;1;1;1;0;A;1;0;0;B;0;1;0;0;A;1;0;0;0;B;0;1;0;0;B;0;4;0;0;0;1;0;0;0
3;1;8;0;0;0;0;0;0;0;1;0;0;1;2000;1;1;MADRID;1;0;0;2018;18;0;;0;F;0;0;0;0;0;1;0;C - L;0;0;1;0;0;0;0;0;0;0;0;1;0;A;1;0;0;A;1;A - B - G;1;1;0;0;0;0;1;0;A;1;0;0;A;1;0;0;0;A;1;0;0;0;B;0;1;0;0;B;0;4;0;0;0;1;0;0;0
3;1;8;0;0;0;0;0;0;0;1;0;0;1;2002;1;1;MADRID;1;0;0;2018;16;0;;0;C;0;0;1;0;0;0;0;A - B - D - E - F - G - H - I - J - K - L;1;1;0;1;1;1;1;1;1;1;1;1;0;B;0;1;0;A;1;B - G;0;1;0;0;0;0;1;0;A;1;0;0;A;1;0;0;0;A;1;0;0;0;D;0;0;0;1;A;1;4;0;0;0;1;0;0;0
3;1;8;0;0;0;0;0;0;0;1;0;0;1;1998;1;1;MADRID;1;0;0;2018;20;0;;0;A;1;0;0;0;0;0;0;A - D - E - G - L;1;0;0;1;1;0;1;0;0;0;0;1;0;B;0;1;0;B;0;A - E;1;0;0;0;1;0;0;0;A;1;0;0;B;0;1;0;0;A;1;0;0;0;B;0;1;0;0;B;0;5;0;0;1;0;0;0;0
3;1;7;0;0;0;0;0;0;1;0;0;0;1;1998;1;1;ALCALA DE HENARES;0;1;0;2018;20;0;;0;C;0;0;1;0;0;0;0;A - B - E - F - G - I - J - L;1;1;0;0;1;1;1;0;1;1;0;1;1;B;0;1;0;B;0;A - B - F;1;1;0;0;0;1;0;0;B;0;1;0;B;0;1;0;0;A;1;0;0;0;B;0;1;0;0;B;0;5;0;0;1;0;0;0;0
3;1;10;0;0;0;0;0;0;0;0;0;1;1;2001;1;1;MADRID;1;0;0;2018;17;0;;0;C;0;0;1;0;0;0;0;E;0;0;0;0;1;0;0;0;0;0;0;0;1;B;0;1;0;B;0;B;0;1;0;0;0;0;0;0;A;1;0;0;B;0;1;0;0;A;1;0;0;0;D;0;0;0;1;B;0;4;0;0;0;1;0;0;0
3;1;6;0;0;0;0;0;1;0;0;0;0;1;2000;0;1;MADRID;1;0;0;2018;18;0;;0;E;0;0;0;0;1;0;0;I;0;0;0;0;0;0;0;0;1;0;0;0;0;B;0;1;0;A;1;A - E;1;0;0;0;1;0;0;0;A;1;0;0;B;0;1;0;0;A;1;0;0;0;A;1;0;0;0;B;0;4;0;0;0;1;0;0;0
3;1;8;0;0;0;0;0;0;0;1;0;0;1;1999;1;1;MADRID;1;0;0;2018;19;0;;0;E;0;0;0;0;1;0;0;D;0;0;0;1;0;0;0;0;0;0;0;0;1;A;1;0;0;B;0;E;0;0;0;0;1;0;0;0;A;1;0;0;B;0;1;0;0;A;1;0;0;0;B;0;1;0;0;B;0;5;0;0;1;0;0;0;0
3;1;9;0;0;0;0;0;0;0;0;1;0;0;2001;1;1;MADRID;1;0;0;2018;17;0;;0;F;0;0;0;0;0;1;0;A;1;0;0;0;0;0;0;0;0;0;0;0;0;C;0;0;1;A;1;E;0;0;0;0;1;0;0;0;A;1;0;0;B;0;1;0;0;A;1;0;0;0;A;1;0;0;0;C;0;5;0;0;1;0;0;0;0
3;1;8;0;0;0;0;0;0;0;1;0;0;1;2000;0;1;MADRID;1;0;0;2018;18;0;;0;B;0;1;0;0;0;0;0;I;0;0;0;0;0;0;0;0;1;0;0;0;1;B;0;1;0;A;1;B - E - G;0;1;0;0;1;0;1;0;C;0;0;1;B;0;1;0;0;A;1;0;0;0;C;0;0;1;0;B;0;4;0;0;0;1;0;0;0
3;1;8;0;0;0;0;0;0;0;1;0;0;1;2002;1;1;MADRID;1;0;0;2018;16;0;;0;C;0;0;1;0;0;0;0;E;0;0;0;0;1;0;0;0;0;0;0;0;0;B;0;1;0;A;1;A;1;0;0;0;0;0;0;0;A;1;0;0;A;1;0;0;0;A;1;0;0;0;A;1;0;0;0;B;0;5;0;0;1;0;0;0;0
3;1;8;0;0;0;0;0;0;0;1;0;0;1;1997;1;1;MADRID;1;0;0;2018;21;0;;1;E;0;0;0;0;1;0;0;E;0;0;0;0;1;0;0;0;0;0;0;0;0;A;1;0;0;A;1;E- G - H;0;0;0;0;1;0;1;1;A;1;0;0;B;0;1;0;0;A;1;0;0;0;A;1;0;0;0;A;1;5;0;0;1;0;0;0;0
3;1;8;0;0;0;0;0;0;0;1;0;0;1;1999;1;1;MADRID;1;0;0;2018;19;0;;0;A;1;0;0;0;0;0;0;D - L;0;0;0;1;0;0;0;0;0;0;0;1;0;A;1;0;0;A;1;A - B - C - D - E - F - G - H;1;1;1;1;1;1;1;1;A;1;0;0;A;1;0;0;0;A;1;0;0;0;A;1;0;0;0;B;0;5;0;0;1;0;0;0;0
3;1;8;0;0;0;0;0;0;0;1;0;0;1;1999;1;1;MADRID;1;0;0;2018;19;0;;0;C;0;0;1;0;0;0;0;A - E;1;0;0;0;1;0;0;0;0;0;0;0;0;C;0;0;1;B;0;A - B - H;1;1;0;0;0;0;0;1;A;1;0;0;C;0;0;1;0;A;1;0;0;0;B;0;1;0;0;B;0;5;0;0;1;0;0;0;0
3;1;10;0;0;0;0;0;0;0;0;0;1;1;2003;1;1;ARANJUEZ;0;0;1;2018;15;0;;0;E;0;0;0;0;1;0;0;B;0;1;0;0;0;0;0;0;0;0;0;0;1;B;0;1;0;A;1;A - D - G - H;1;0;0;1;0;0;1;1;A;1;0;0;C;0;0;1;0;C;0;0;1;0;A;1;0;0;0;B;0;4;0;0;0;1;0;0;0
3;1;8;0;0;0;0;0;0;0;1;0;0;1;1996;0;1;MADRID;1;0;0;2018;22;0;;0;E;0;0;0;0;1;0;0;B - E - G - I;0;1;0;0;1;0;1;0;1;0;0;0;0;A;1;0;0;A;1;B - E - G - H;0;1;0;0;1;0;1;1;A;1;0;0;B;0;1;0;0;A;1;0;0;0;C;0;0;1;0;B;0;6;0;1;0;0;0;0;0
3;0;10;0;0;0;0;0;0;0;0;0;1;1;2001;1;1;MADRID;1;0;0;2018;17;2020;19;0;A;1;0;0;0;0;0;0;A - D - I - J - L;1;0;0;1;0;0;0;0;1;1;0;1;1;B;0;1;0;A;1;A - B - G;1;1;0;0;0;0;1;0;A;1;0;0;B;0;1;0;0;A;1;0;0;0;B;0;1;0;0;B;0;5;0;0;1;0;0;0;0
3;1;8;0;0;0;0;0;0;0;1;0;0;1;2001;1;1;MADRID;1;0;0;2018;17;0;;0;E;0;0;0;0;1;0;0;D;0;0;0;1;0;0;0;0;0;0;0;0;0;B;0;1;0;B;0;A;1;0;0;0;0;0;0;0;A;1;0;0;C;0;0;1;0;A;1;0;0;0;B;0;1;0;0;B;0;5;0;0;1;0;0;0;0
3;0;6;0;0;0;0;0;1;0;0;0;0;1;1995;1;1;MADRID;1;0;0;2018;23;2019;24;1;E;0;0;0;0;1;0;0;J - K - L;0;0;0;0;0;0;0;0;0;1;1;1;1;A;1;0;0;A;1;A - E - F;1;0;0;0;1;1;0;0;A;1;0;0;C;0;0;1;0;A;1;0;0;0;A;1;0;0;0;B;0;5;0;0;1;0;0;0;0
3;1;10;0;0;0;0;0;0;0;0;0;1;1;2004;1;1;ARANJUEZ;0;0;1;2018;14;0;;0;C;0;0;1;0;0;0;0;D;0;0;0;1;0;0;0;0;0;0;0;0;0;B;0;1;0;A;1;B - E;0;1;0;0;1;0;0;0;A;1;0;0;B;0;1;0;0;A;1;0;0;0;D;0;0;0;1;C;0;1;1;0;0;0;0;0;0
3;1;9;0;0;0;0;0;0;0;0;1;0;1;1992;1;1;MADRID;1;0;0;2018;26;0;;0;E;0;0;0;0;1;0;0;B - C - E - G - H - K - L;0;1;1;0;1;0;1;1;0;0;1;1;1;B;0;1;0;A;1;A - B - F - G - H;1;1;0;0;0;1;1;1;A;1;0;0;B;0;1;0;0;A;1;0;0;0;B;0;1;0;0;B;0;4;0;0;0;1;0;0;0
3;1;8;0;0;0;0;0;0;0;1;0;0;1;2000;1;1;MADRID;1;0;0;2018;18;0;;0;B;0;1;0;0;0;0;0;D;0;0;0;1;0;0;0;0;0;0;0;0;1;B;0;1;0;A;1;A;1;0;0;0;0;0;0;0;A;1;0;0;B;0;1;0;0;A;1;0;0;0;B;0;1;0;0;B;0;5;0;0;1;0;0;0;0
3;1;8;0;0;0;0;0;0;0;1;0;0;1;2000;1;1;MADRID;1;0;0;2018;18;0;;0;E;0;0;0;0;1;0;0;A - D;1;0;0;1;0;0;0;0;0;0;0;0;1;A;1;0;0;B;0;B - G;0;1;0;0;0;0;1;0;A;1;0;0;B;0;1;0;0;A;1;0;0;0;D;0;0;0;1;B;0;5;0;0;1;0;0;0;0
3;1;7;0;0;0;0;0;0;1;0;0;0;1;2003;1;1;ALCALA DE HENARES;0;1;0;2018;15;0;;1;B;0;1;0;0;0;0;0;F;0;0;0;0;0;1;0;0;0;0;0;0;1;B;0;1;0;A;1;A - E - F - G;1;0;0;0;1;1;1;0;A;1;0;0;B;0;1;0;0;A;1;0;0;0;A;1;0;0;0;B;0;1;1;0;0;0;0;0;0
3;1;7;0;0;0;0;0;0;1;0;0;0;1;2002;1;1;MADRID;1;0;0;2018;16;0;;1;G;0;0;0;0;0;0;1;B - D - E - F - H - J - K - L;0;1;0;1;1;1;0;1;0;1;1;1;0;A;1;0;0;B;0;A - B - G;1;1;0;0;0;0;1;0;A;1;0;0;B;0;1;0;0;A;1;0;0;0;A;1;0;0;0;B;0;4;0;0;0;1;0;0;0
3;1;8;0;0;0;0;0;0;0;1;0;0;1;2002;1;1;ALCALA DE HENARES;0;1;0;2018;16;0;;1;A;1;0;0;0;0;0;0;D - E;0;0;0;1;1;0;0;0;0;0;0;0;1;B;0;1;0;B;0;A - B - F;1;1;0;0;0;1;0;0;A;1;0;0;A;1;0;0;0;A;1;0;0;0;A;1;0;0;0;B;0;4;0;0;0;1;0;0;0
3;1;8;0;0;0;0;0;0;0;1;0;0;0;1999;1;1;MADRID;1;0;0;2018;19;0;;0;D;0;0;0;1;0;0;0;A - B - E - F - G - L;1;1;0;0;1;1;1;0;0;0;0;1;1;B;0;1;0;B;0;B - E - F - G - H;0;1;0;0;1;1;1;1;A;1;0;0;D;0;0;0;1;A;1;0;0;0;A;1;0;0;0;B;0;5;0;0;1;0;0;0;0
3;0;8;0;0;0;0;0;0;0;1;0;0;1;2000;1;1;ALCALA DE HENARES;0;1;0;2018;18;2019;19;0;A;1;0;0;0;0;0;0;F - L;0;0;0;0;0;1;0;0;0;0;0;1;0;B;0;1;0;A;1;A - B - F;1;1;0;0;0;1;0;0;A;1;0;0;B;0;1;0;0;C;0;0;1;0;B;0;1;0;0;B;0;5;0;0;1;0;0;0;0
3;1;6;0;0;0;0;0;1;0;0;0;0;1;2003;1;1;MADRID;1;0;0;2018;15;0;;1;A;1;0;0;0;0;0;0;B;0;1;0;0;0;0;0;0;0;0;0;0;1;B;0;1;0;A;1;A - D - E - F;1;0;0;1;1;1;0;0;A;1;0;0;B;0;1;0;0;A;1;0;0;0;A;1;0;0;0;B;0;5;0;0;1;0;0;0;0
3;1;8;0;0;0;0;0;0;0;1;0;0;1;2002;1;1;ARANJUEZ;0;0;1;2018;16;0;;0;E;0;0;0;0;1;0;0;D;0;0;0;1;0;0;0;0;0;0;0;0;0;B;0;1;0;A;1;E - H;0;0;0;0;1;0;0;1;A;1;0;0;A;1;0;0;0;A;1;0;0;0;A;1;0;0;0;B;0;4;0;0;0;1;0;0;0
3;0;6;0;0;0;0;0;1;0;0;0;0;1;1993;1;1;MADRID;1;0;0;2018;25;2019;26;0;B;0;1;0;0;0;0;0;A - C - G - I - L;1;0;1;0;0;0;1;0;1;0;0;1;1;B;0;1;0;A;1;A - B - C - E - G;1;1;1;0;1;0;1;0;A;1;0;0;B;0;1;0;0;A;1;0;0;0;A;1;0;0;0;B;0;4;0;0;0;1;0;0;0
3;1;8;0;0;0;0;0;0;0;1;0;0;1;1999;0;1;MADRID;1;0;0;2018;19;0;;0;B;0;1;0;0;0;0;0;A - G;1;0;0;0;0;0;1;0;0;0;0;0;1;B;0;1;0;B;0;A - H;1;0;0;0;0;0;0;1;A;1;0;0;B;0;1;0;0;A;1;0;0;0;B;0;1;0;0;B;0;5;0;0;1;0;0;0;0
3;1;8;0;0;0;0;0;0;0;1;0;0;0;1990;0;1;MADRID;1;0;0;2018;28;0;;0;E;0;0;0;0;1;0;0;E;0;0;0;0;1;0;0;0;0;0;0;0;1;A;1;0;0;A;1;H;0;0;0;0;0;0;0;1;B;0;1;0;A;1;0;0;0;A;1;0;0;0;A;1;0;0;0;B;0;5;0;0;1;0;0;0;0
3;1;8;0;0;0;0;0;0;0;1;0;0;1;2000;1;1;MADRID;1;0;0;2018;18;0;;0;A;1;0;0;0;0;0;0;B - I - L;0;1;0;0;0;0;0;0;1;0;0;1;0;B;0;1;0;A;1;F - G - H;0;0;0;0;0;1;1;1;A;1;0;0;B;0;1;0;0;A;1;0;0;0;A;1;0;0;0;B;0;4;0;0;0;1;0;0;0
3;1;8;0;0;0;0;0;0;0;1;0;0;1;1996;1;1;ARANJUEZ;0;0;1;2018;22;0;;1;E;0;0;0;0;1;0;0;D - E;0;0;0;1;1;0;0;0;0;0;0;0;0;B;0;1;0;B;0;B - C;0;1;1;0;0;0;0;0;A;1;0;0;A;1;0;0;0;A;1;0;0;0;A;1;0;0;0;B;0;5;0;0;1;0;0;0;0
3;1;8;0;0;0;0;0;0;0;1;0;0;1;2000;1;1;MADRID;1;0;0;2018;18;0;;0;A;1;0;0;0;0;0;0;E;0;0;0;0;1;0;0;0;0;0;0;0;0;B;0;1;0;A;1;A - G;1;0;0;0;0;0;1;0;A;1;0;0;A;1;0;0;0;A;1;0;0;0;B;0;1;0;0;B;0;5;0;0;1;0;0;0;0
3;1;8;0;0;0;0;0;0;0;1;0;0;1;1999;1;1;MADRID;1;0;0;2018;19;0;;0;B;0;1;0;0;0;0;0;D;0;0;0;1;0;0;0;0;0;0;0;0;1;A;1;0;0;B;0;B - E;0;1;0;0;1;0;0;0;A;1;0;0;A;1;0;0;0;A;1;0;0;0;B;0;1;0;0;B;0;4;0;0;0;1;0;0;0
3;1;8;0;0;0;0;0;0;0;1;0;0;1;1999;1;1;MADRID;1;0;0;2018;19;0;;0;F;0;0;0;0;0;1;0;A - E - L;1;0;0;0;1;0;0;0;0;0;0;1;1;A;1;0;0;A;1;A - D - E - F - H;1;0;0;1;1;1;0;1;A;1;0;0;B;0;1;0;0;A;1;0;0;0;B;0;1;0;0;B;0;5;0;0;1;0;0;0;0
3;1;7;0;0;0;0;0;0;1;0;0;0;1;2000;1;1;MADRID;1;0;0;2018;18;0;;0;E;0;0;0;0;1;0;0;J - K - L;0;0;0;0;0;0;0;0;0;1;1;1;1;B;0;1;0;A;1;A - B - G;1;1;0;0;0;0;1;0;A;1;0;0;B;0;1;0;0;A;1;0;0;0;B;0;1;0;0;B;0;5;0;0;1;0;0;0;0
3;1;8;0;0;0;0;0;0;0;1;0;0;1;2004;1;1;MADRID;1;0;0;2018;14;0;;0;F;0;0;0;0;0;1;0;B - C;0;1;1;0;0;0;0;0;0;0;0;0;1;B;0;1;0;A;1;A - E - G - H;1;0;0;0;1;0;1;1;A;1;0;0;B;0;1;0;0;C;0;0;1;0;A;1;0;0;0;B;0;4;0;0;0;1;0;0;0
3;1;9;0;0;0;0;0;0;0;0;1;0;1;2001;1;1;MADRID;1;0;0;2018;17;0;;0;E;0;0;0;0;1;0;0;F;0;0;0;0;0;1;0;0;0;0;0;0;1;B;0;1;0;A;1;A - B - D - E - F - G;1;1;0;1;1;1;1;0;B;0;1;0;B;0;1;0;0;A;1;0;0;0;C;0;0;1;0;A;1;3;0;0;0;0;1;0;0
3;1;7;0;0;0;0;0;0;1;0;0;0;1;1998;1;1;MADRID;1;0;0;2018;20;0;;0;B;0;1;0;0;0;0;0;I;0;0;0;0;0;0;0;0;1;0;0;0;1;A;1;0;0;A;1;A;1;0;0;0;0;0;0;0;A;1;0;0;B;0;1;0;0;B;0;1;0;0;B;0;1;0;0;B;0;5;0;0;1;0;0;0;0
3;1;10;0;0;0;0;0;0;0;0;0;1;1;2003;1;1;MADRID;1;0;0;2018;15;0;;0;C;0;0;1;0;0;0;0;A - C - G;1;0;1;0;0;0;1;0;0;0;0;0;1;B;0;1;0;B;0;A - B - G;1;1;0;0;0;0;1;0;A;1;0;0;B;0;1;0;0;A;1;0;0;0;B;0;1;0;0;B;0;4;0;0;0;1;0;0;0
3;1;8;0;0;0;0;0;0;0;1;0;0;1;2001;1;1;ALCALA DE HENARES;0;1;0;2018;17;0;;0;C;0;0;1;0;0;0;0;A - E;1;0;0;0;1;0;0;0;0;0;0;0;1;B;0;1;0;B;0;E - F - G;0;0;0;0;1;1;1;0;A;1;0;0;B;0;1;0;0;A;1;0;0;0;A;1;0;0;0;B;0;4;0;0;0;1;0;0;0
3;0;6;0;0;0;0;0;1;0;0;0;0;1;1997;1;1;MADRID;1;0;0;2018;21;2019;22;0;A;1;0;0;0;0;0;0;D - E - F - G - I;0;0;0;1;1;1;1;0;1;0;0;0;0;A;1;0;0;A;1;E;0;0;0;0;1;0;0;0;A;1;0;0;A;1;0;0;0;A;1;0;0;0;D;0;0;0;1;B;0;5;0;0;1;0;0;0;0
3;0;8;0;0;0;0;0;0;0;1;0;0;1;1989;0;0;MADRID;1;0;0;2018;29;2021;32;0;E;0;0;0;0;1;0;0;A - F;1;0;0;0;0;1;0;0;0;0;0;0;1;A;1;0;0;A;1;B - G;0;1;0;0;0;0;1;0;A;1;0;0;D;0;0;0;1;A;1;0;0;0;B;0;1;0;0;B;0;4;0;0;0;1;0;0;0
3;1;7;0;0;0;0;0;0;1;0;0;0;1;2002;1;1;ARANJUEZ;0;0;1;2018;16;0;;0;B;0;1;0;0;0;0;0;A;1;0;0;0;0;0;0;0;0;0;0;0;1;B;0;1;0;A;1;A - B - E - F - G;1;1;0;0;1;1;1;0;A;1;0;0;C;0;0;1;0;A;1;0;0;0;B;0;1;0;0;B;0;4;0;0;0;1;0;0;0
3;0;8;0;0;0;0;0;0;0;1;0;0;1;1999;1;1;MADRID;1;0;0;2018;19;2019;20;0;F;0;0;0;0;0;1;0;G - I - L;0;0;0;0;0;0;1;0;1;0;0;1;0;B;0;1;0;A;1;E - G - H;0;0;0;0;1;0;1;1;A;1;0;0;C;0;0;1;0;B;0;1;0;0;A;1;0;0;0;B;0;5;0;0;1;0;0;0;0
3;1;10;0;0;0;0;0;0;0;0;0;1;1;2001;1;1;MADRID;1;0;0;2018;17;0;;0;E;0;0;0;0;1;0;0;G;0;0;0;0;0;0;1;0;0;0;0;0;1;B;0;1;0;A;1;A;1;0;0;0;0;0;0;0;A;1;0;0;B;0;1;0;0;A;1;0;0;0;B;0;1;0;0;B;0;4;0;0;0;1;0;0;0
3;1;10;0;0;0;0;0;0;0;0;0;1;0;2001;0;1;MADRID;1;0;0;2018;17;0;;0;A;1;0;0;0;0;0;0;G;0;0;0;0;0;0;1;0;0;0;0;0;0;A;1;0;0;A;1;A - B - C - E;1;1;1;0;1;0;0;0;A;1;0;0;B;0;1;0;0;A;1;0;0;0;A;1;0;0;0;B;0;4;0;0;0;1;0;0;0
3;1;8;0;0;0;0;0;0;0;1;0;0;1;2000;1;1;MADRID;1;0;0;2018;18;0;;1;E;0;0;0;0;1;0;0;B - D - E;0;1;0;1;1;0;0;0;0;0;0;0;1;B;0;1;0;A;1;A - D - F - G - H;1;0;0;1;0;1;1;1;A;1;0;0;A;1;0;0;0;A;1;0;0;0;A;1;0;0;0;B;0;5;0;0;1;0;0;0;0
3;1;9;0;0;0;0;0;0;0;0;1;0;1;1998;1;1;MADRID;1;0;0;2018;20;0;;1;C;0;0;1;0;0;0;0;I - K - L;0;0;0;0;0;0;0;0;1;0;1;1;0;B;0;1;0;B;0;B - H;0;1;0;0;0;0;0;1;A;1;0;0;A;1;0;0;0;A;1;0;0;0;A;1;0;0;0;B;0;5;0;0;1;0;0;0;0
3;0;8;0;0;0;0;0;0;0;1;0;0;1;2000;1;1;MADRID;1;0;0;2018;18;2021;21;0;C;0;0;1;0;0;0;0;I;0;0;0;0;0;0;0;0;1;0;0;0;1;B;0;1;0;B;0;B - F - G;0;1;0;0;0;1;1;0;A;1;0;0;A;1;0;0;0;B;0;1;0;0;D;0;0;0;1;B;0;4;0;0;0;1;0;0;0
